success,spl,distance
0.0,0.0,3.746069
0.0,0.0,1.4776468
0.0,0.0,3.1034665
0.0,0.0,1.3240215
0.0,0.0,4.712461
0.0,0.0,3.7408996
0.0,0.0,1.4776468
0.0,0.0,3.1034665
0.0,0.0,1.3240215
0.0,0.0,4.712461
0.0,0.0,3.7408996
