success,spl,distance
1.0,0.9343258723227424,1.6422492
0.0,0.0,2.9399514
0.0,0.0,1.1858808
0.0,0.0,3.600559
0.0,0.0,1.6127074
0.0,0.0,2.9399514
0.0,0.0,1.1858808
0.0,0.0,3.600559
0.0,0.0,1.6127074
0.0,0.0,2.9399514
0.0,0.0,1.1858808
