success,spl,distance
1.0,0.9910070128782875,0.7726825
0.0,0.0,0.7468766
0.0,0.0,1.2049999
1.0,0.9825638096241803,3.6618166
1.0,0.9605802440126416,0.7468766
0.0,0.0,0.7468766
0.0,0.0,1.2049999
1.0,0.9820631842863036,3.6618166
1.0,1.0,0.7468766
0.0,0.0,0.7468766
0.0,0.0,1.2049999
