success,spl,distance
1.0,0.9279909156845089,3.8551912
1.0,1.0,4.6929126
0.0,0.0,6.2388086
0.0,0.0,4.562112
1.0,0.9292345343227977,3.8479407
1.0,1.0,4.6929126
0.0,0.0,6.2388086
0.0,0.0,4.562112
0.0,0.0,3.8479407
1.0,1.0,4.6929126
0.0,0.0,6.2388086
