success,spl,distance
1.0,0.9536870380489244,4.2846794
0.0,0.0,4.2779026
1.0,0.9487994253602202,4.2779026
1.0,0.9762566174873454,1.6845844
0.0,0.0,1.011309
0.0,0.0,4.514156
1.0,0.9399817404239652,4.2779026
0.0,0.0,4.2779026
1.0,0.9503903209497507,4.2779026
1.0,0.9702598251604908,1.6845844
0.0,0.0,1.011309
