success,spl,distance
1.0,1.0,0.7726825
0.0,0.0,0.7468766
1.0,1.0,1.2049999
0.0,0.0,3.6618166
1.0,1.0,0.7468766
0.0,0.0,0.7468766
1.0,0.9943109585217886,1.2049999
0.0,0.0,3.6618166
1.0,1.0,0.7468766
0.0,0.0,0.7468766
0.0,0.0,1.2049999
