success,spl,distance
0.0,0.0,3.8551912
1.0,0.9392244365969448,4.6929126
0.0,0.0,6.2388086
0.0,0.0,4.562112
0.0,0.0,3.8479407
1.0,0.9145989610312281,4.6929126
0.0,0.0,6.2388086
0.0,0.0,4.562112
0.0,0.0,3.8479407
1.0,0.9060431268256441,4.6929126
0.0,0.0,6.2388086
