success,spl,distance
0.0,0.0,3.565722
0.0,0.0,3.9636884
0.0,0.0,3.9636884
1.0,0.9589773357918862,3.9636884
1.0,0.9992194758456165,2.767064
0.0,0.0,5.3305182
0.0,0.0,4.9877706
0.0,0.0,3.56992
1.0,0.9483417008502802,3.9636884
0.0,0.0,3.9636884
1.0,0.9556371543628803,3.9636884
