success,spl,distance
1.0,0.9759685192744486,1.6422492
0.0,0.0,2.9399514
1.0,0.8661034605772451,1.1858808
1.0,0.9931287277393931,3.600559
1.0,0.980997496710623,1.6127074
0.0,0.0,2.9399514
1.0,0.8710955680404714,1.1858808
1.0,0.9904193847514041,3.600559
1.0,0.961295034183788,1.6127074
0.0,0.0,2.9399514
1.0,0.8651597787232495,1.1858808
