success,spl,distance
1.0,0.8647005212605204,4.2846794
1.0,0.7432384688748195,4.2779026
1.0,0.860599215198093,4.2779026
1.0,1.0,1.6845844
0.0,0.0,1.011309
0.0,0.0,4.514156
1.0,0.8733136469256322,4.2779026
1.0,0.7075211848464402,4.2779026
1.0,0.900786096842832,4.2779026
1.0,1.0,1.6845844
0.0,0.0,1.011309
