success,spl,distance
0.0,0.0,4.6650705
1.0,1.0,2.3611066
0.0,0.0,3.2707872
0.0,0.0,5.212491
0.0,0.0,4.6591253
1.0,1.0,2.3611066
0.0,0.0,3.2707872
0.0,0.0,5.212491
0.0,0.0,4.6591253
1.0,1.0,2.3611066
0.0,0.0,3.2707872
