success,spl,distance
0.0,0.0,4.26749
0.0,0.0,1.2020086
0.0,0.0,1.2020086
0.0,0.0,4.296567
1.0,0.8477741751088679,4.296567
0.0,0.0,4.3315406
1.0,0.8677520278763031,4.2419724
0.0,0.0,1.2020086
0.0,0.0,1.2020086
0.0,0.0,4.296567
1.0,0.847548682896074,4.296567
